Taxa	Isolate_Id	strain	date	Location	country	clade
EPI_ISL_421131|A/California/44/2020|2020-03-03	EPI_ISL_421131	EPI_ISL_421131|A/California/44/2020|2020-03-03	2020-03-03	North America / United States / California	United States	6b1.A/187A
EPI_ISL_421133|A/Washington/23/2020|2020-02-28	EPI_ISL_421133	EPI_ISL_421133|A/Washington/23/2020|2020-02-28	2020-02-28	North America / United States / Washington	United States	6b1.A/156K
EPI_ISL_421137|A/Illinois/11/2020|2020-03-05	EPI_ISL_421137	EPI_ISL_421137|A/Illinois/11/2020|2020-03-05	2020-03-05	North America / United States / Illinois	United States	6b1.A/187A
EPI_ISL_421139|A/Bolivia/1918/2019|2019-10-08	EPI_ISL_421139	EPI_ISL_421139|A/Bolivia/1918/2019|2019-10-08	2019-10-08	South America / Bolivia, Plurinationial State of	Bolivia, Plurinationial State of	6b1.A/183P-5a
EPI_ISL_421142|A/Bolivia/1736/2019|2019-09-02	EPI_ISL_421142	EPI_ISL_421142|A/Bolivia/1736/2019|2019-09-02	2019-09-02	South America / Bolivia, Plurinationial State of	Bolivia, Plurinationial State of	6b1.A/183P-5a
EPI_ISL_421147|A/Texas/41/2020|2020-03-03	EPI_ISL_421147	EPI_ISL_421147|A/Texas/41/2020|2020-03-03	2020-03-03	North America / United States / Texas	United States	6b1.A/156K
EPI_ISL_421151|A/North_Dakota/10/2020|2020-03-02	EPI_ISL_421151	EPI_ISL_421151|A/North_Dakota/10/2020|2020-03-02	2020-03-02	North America / United States / North Dakota	United States	6b1.A/156K
EPI_ISL_421152|A/Lebanon/3/2020|2020-01-24	EPI_ISL_421152	EPI_ISL_421152|A/Lebanon/3/2020|2020-01-24	2020-01-24	Asia / Lebanon	Lebanon	6b1.A/183P-5a
EPI_ISL_421156|A/Lebanon/156/2020|2020-01-21	EPI_ISL_421156	EPI_ISL_421156|A/Lebanon/156/2020|2020-01-21	2020-01-21	Asia / Lebanon	Lebanon	6b1.A/183P-5a
EPI_ISL_421157|A/Lebanon/99/2020|2020-01-21	EPI_ISL_421157	EPI_ISL_421157|A/Lebanon/99/2020|2020-01-21	2020-01-21	Asia / Lebanon	Lebanon	6b1.A/183P-5a
EPI_ISL_421168|A/Pennsylvania/18/2020|2020-03-04	EPI_ISL_421168	EPI_ISL_421168|A/Pennsylvania/18/2020|2020-03-04	2020-03-04	North America / United States / Pennsylvania	United States	6b1.A/156K
EPI_ISL_421638|A/Netherlands/10336/2020|2020-03-11	EPI_ISL_421638	EPI_ISL_421638|A/Netherlands/10336/2020|2020-03-11	2020-03-11	Europe / Netherlands	Netherlands	6b1.A/187A
EPI_ISL_424675|A/Rio_Grande_Do_Sul/1071/2019|2019-09-15	EPI_ISL_424675	EPI_ISL_424675|A/Rio_Grande_Do_Sul/1071/2019|2019-09-15	2019-09-15	South America / Brazil	Brazil	6b1.A/183P-5b
EPI_ISL_424677|A/Taiwan/70786/2019|2019-11-05	EPI_ISL_424677	EPI_ISL_424677|A/Taiwan/70786/2019|2019-11-05	2019-11-05	Asia / Taiwan	Taiwan	6b1.A/187A
EPI_ISL_424678|A/Taiwan/83414/2019|2019-10-11	EPI_ISL_424678	EPI_ISL_424678|A/Taiwan/83414/2019|2019-10-11	2019-10-11	Asia / Taiwan	Taiwan	6b1.A/187A
EPI_ISL_424679|A/Taiwan/83691/2019|2019-12-02	EPI_ISL_424679	EPI_ISL_424679|A/Taiwan/83691/2019|2019-12-02	2019-12-02	Asia / Taiwan	Taiwan	6b1.A/187A
EPI_ISL_424680|A/Taiwan/83476/2019|2019-10-22	EPI_ISL_424680	EPI_ISL_424680|A/Taiwan/83476/2019|2019-10-22	2019-10-22	Asia / Taiwan	Taiwan	6b1.A/187A
EPI_ISL_424681|A/Taiwan/83772/2019|2019-12-11	EPI_ISL_424681	EPI_ISL_424681|A/Taiwan/83772/2019|2019-12-11	2019-12-11	Asia / Taiwan	Taiwan	6b1.A/187A
EPI_ISL_424682|A/Taiwan/97729/2019|2020-01-03	EPI_ISL_424682	EPI_ISL_424682|A/Taiwan/97729/2019|2020-01-03	2020-01-03	Asia / Taiwan	Taiwan	6b1.A/187A
EPI_ISL_426230|A/Mauritius/I-11/2020|2020-01-01	EPI_ISL_426230	EPI_ISL_426230|A/Mauritius/I-11/2020|2020-01-01	2020-01-01	Africa / Mauritius	Mauritius	6b1.A/156K
EPI_ISL_426232|A/Mauritius/I-2993/2019|2019-11-18	EPI_ISL_426232	EPI_ISL_426232|A/Mauritius/I-2993/2019|2019-11-18	2019-11-18	Africa / Mauritius	Mauritius	6b1.A/183P-5a
EPI_ISL_428216|A/Kyiv/29/2020|2020-01-08	EPI_ISL_428216	EPI_ISL_428216|A/Kyiv/29/2020|2020-01-08	2020-01-08	Europe / Ukraine	Ukraine	6b1.A/156K
EPI_ISL_428220|A/Kyiv/8/2020|2020-01-02	EPI_ISL_428220	EPI_ISL_428220|A/Kyiv/8/2020|2020-01-02	2020-01-02	Europe / Ukraine	Ukraine	6b1.A/183P-5a
EPI_ISL_428237|A/Ankara/14012-435/2020|2020-01-17	EPI_ISL_428237	EPI_ISL_428237|A/Ankara/14012-435/2020|2020-01-17	2020-01-17	Asia / Turkey / Ankara Province	Turkey	6b1.A/187A
EPI_ISL_435329|A/New_Jersey/18/2020|2020-03-15	EPI_ISL_435329	EPI_ISL_435329|A/New_Jersey/18/2020|2020-03-15	2020-03-15	North America / United States / New Jersey	United States	6b1.A/187A
EPI_ISL_437508|A/NIIGATA/114/2020|2020-01-23	EPI_ISL_437508	EPI_ISL_437508|A/NIIGATA/114/2020|2020-01-23	2020-01-23	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_437509|A/SHIGA/13/2020|2020-02-10	EPI_ISL_437509	EPI_ISL_437509|A/SHIGA/13/2020|2020-02-10	2020-02-10	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_443141|A/Wisconsin/55/2020|2020-03-30	EPI_ISL_443141	EPI_ISL_443141|A/Wisconsin/55/2020|2020-03-30	2020-03-30	North America / United States / Wisconsin	United States	6b1.A/156K
EPI_ISL_443144|A/Wisconsin/56/2020|2020-04-01	EPI_ISL_443144	EPI_ISL_443144|A/Wisconsin/56/2020|2020-04-01	2020-04-01	North America / United States / Wisconsin	United States	6b1.A/156K
EPI_ISL_443146|A/Nigeria/4098/2019|2019-08-20	EPI_ISL_443146	EPI_ISL_443146|A/Nigeria/4098/2019|2019-08-20	2019-08-20	Africa / Nigeria	Nigeria	6b1.A/183P-5a
EPI_ISL_443149|A/Michigan/158/2020|2020-02-25	EPI_ISL_443149	EPI_ISL_443149|A/Michigan/158/2020|2020-02-25	2020-02-25	North America / United States / Michigan	United States	6b1.A/156K
EPI_ISL_443150|A/Wisconsin/335/2020|2020-04-14	EPI_ISL_443150	EPI_ISL_443150|A/Wisconsin/335/2020|2020-04-14	2020-04-14	North America / United States / Wisconsin	United States	6b1.A/156K
EPI_ISL_443151|A/Michigan/160/2020|2020-03-01	EPI_ISL_443151	EPI_ISL_443151|A/Michigan/160/2020|2020-03-01	2020-03-01	North America / United States / Michigan	United States	6b1.A/156K
EPI_ISL_449743|A/Hawaii/27/2020|2020-04-01	EPI_ISL_449743	EPI_ISL_449743|A/Hawaii/27/2020|2020-04-01	2020-04-01	North America / United States / Hawaii	United States	6b1.A/156K
EPI_ISL_449744|A/Suriname/1012/2019|2019-10-25	EPI_ISL_449744	EPI_ISL_449744|A/Suriname/1012/2019|2019-10-25	2019-10-25	South America / Suriname	Suriname	6b1.A/187A
EPI_ISL_449746|A/Afghanistan/2391/2019|2019-11-18	EPI_ISL_449746	EPI_ISL_449746|A/Afghanistan/2391/2019|2019-11-18	2019-11-18	Asia / Afghanistan	Afghanistan	6b1.A/183P-5a
EPI_ISL_449747|A/Moscow/231/2019|2019-12-08	EPI_ISL_449747	EPI_ISL_449747|A/Moscow/231/2019|2019-12-08	2019-12-08	Europe / Russian Federation	Russian Federation	6b1.A/183P-5a
EPI_ISL_449748|A/Moscow/227/2019|2019-12-05	EPI_ISL_449748	EPI_ISL_449748|A/Moscow/227/2019|2019-12-05	2019-12-05	Europe / Russian Federation	Russian Federation	6b1.A/183P-5a
EPI_ISL_449750|A/Congo/9781/2019|2019-12-23	EPI_ISL_449750	EPI_ISL_449750|A/Congo/9781/2019|2019-12-23	2019-12-23	Africa / Congo, the Democatic Republic of	Congo, the Democatic Republic of	6b1.A/183P-5a
EPI_ISL_449751|A/Minnesota/25/2020|2020-03-26	EPI_ISL_449751	EPI_ISL_449751|A/Minnesota/25/2020|2020-03-26	2020-03-26	North America / United States / Minnesota	United States	6b1.A/156K
EPI_ISL_449752|A/Congo/9782/2019|2019-12-23	EPI_ISL_449752	EPI_ISL_449752|A/Congo/9782/2019|2019-12-23	2019-12-23	Africa / Congo, the Democatic Republic of	Congo, the Democatic Republic of	6b1.A/183P-5a
EPI_ISL_449781|A/Hawaii/26/2020|2020-03-21	EPI_ISL_449781	EPI_ISL_449781|A/Hawaii/26/2020|2020-03-21	2020-03-21	North America / United States / Hawaii	United States	6b1.A/156K
EPI_ISL_449782|A/Congo/9756/2019|2019-12-20	EPI_ISL_449782	EPI_ISL_449782|A/Congo/9756/2019|2019-12-20	2019-12-20	Africa / Congo, the Democatic Republic of	Congo, the Democatic Republic of	6b1.A/183P-5a
EPI_ISL_449783|A/Congo/9722/2019|2019-12-05	EPI_ISL_449783	EPI_ISL_449783|A/Congo/9722/2019|2019-12-05	2019-12-05	Africa / Congo, the Democatic Republic of	Congo, the Democatic Republic of	6b1.A/183P-5a
EPI_ISL_449784|A/Congo/9764/2019|2019	EPI_ISL_449784	EPI_ISL_449784|A/Congo/9764/2019|2019	2019	Africa / Congo, the Democatic Republic of	Congo, the Democatic Republic of	6b1.A/183P-5a
EPI_ISL_449785|A/Congo/9758/2019|2019-12-20	EPI_ISL_449785	EPI_ISL_449785|A/Congo/9758/2019|2019-12-20	2019-12-20	Africa / Congo, the Democatic Republic of	Congo, the Democatic Republic of	6b1.A/183P-5a
EPI_ISL_451484|A/Sydney/31/2020|2020-03-23	EPI_ISL_451484	EPI_ISL_451484|A/Sydney/31/2020|2020-03-23	2020-03-23	Oceania / Australia / New South Wales / Carlingford	Australia	6b1.A/187A
EPI_ISL_453782|A/Townsville/1/2020|2020-01-11	EPI_ISL_453782	EPI_ISL_453782|A/Townsville/1/2020|2020-01-11	2020-01-11	Oceania / Australia / Queensland / White Rock	Australia	6b1.A/187A
EPI_ISL_453784|A/Darwin/115/2020|2020-03-20	EPI_ISL_453784	EPI_ISL_453784|A/Darwin/115/2020|2020-03-20	2020-03-20	Oceania / Australia / Northern Territory / Darwin	Australia	6b1.A/156K
EPI_ISL_453787|A/Sydney/16/2020|2020-02-29	EPI_ISL_453787	EPI_ISL_453787|A/Sydney/16/2020|2020-02-29	2020-02-29	Oceania / Australia / New South Wales	Australia	6b1.A/156K
EPI_ISL_453794|A/Sri_Lanka/52/2019|2019-12-16	EPI_ISL_453794	EPI_ISL_453794|A/Sri_Lanka/52/2019|2019-12-16	2019-12-16	Asia / Sri Lanka / Central	Sri Lanka	6b1.A/183P-5a
EPI_ISL_453796|A/Sri_Lanka/44/2019|2019-12-09	EPI_ISL_453796	EPI_ISL_453796|A/Sri_Lanka/44/2019|2019-12-09	2019-12-09	Asia / Sri Lanka / North Western	Sri Lanka	6b1.A/183P-5a
EPI_ISL_454743|A/IWATE/5/2020|2020-01-20	EPI_ISL_454743	EPI_ISL_454743|A/IWATE/5/2020|2020-01-20	2020-01-20	Asia / Japan	Japan	6b1.A/156K
EPI_ISL_455824|A/Jamaica/7596/2020|2020-02-24	EPI_ISL_455824	EPI_ISL_455824|A/Jamaica/7596/2020|2020-02-24	2020-02-24	North America / Jamaica	Jamaica	6b1.A/187A
EPI_ISL_458152|A/Perth/43/2020|2020-03-14	EPI_ISL_458152	EPI_ISL_458152|A/Perth/43/2020|2020-03-14	2020-03-14	Oceania / Australia / Western Australia / Koondoola	Australia	6b1.A/156K
EPI_ISL_458153|A/Sydney/27/2020|2020-03-18	EPI_ISL_458153	EPI_ISL_458153|A/Sydney/27/2020|2020-03-18	2020-03-18	Oceania / Australia / New South Wales / Westmead	Australia	6b1.A/156K
EPI_ISL_463787|A/Japan/11995/2020|2020-02-27	EPI_ISL_463787	EPI_ISL_463787|A/Japan/11995/2020|2020-02-27	2020-02-27	Asia / Japan	Japan	6b1.A/156K
EPI_ISL_469270|A/KUMAMOTO/21/2019|2019-11-12	EPI_ISL_469270	EPI_ISL_469270|A/KUMAMOTO/21/2019|2019-11-12	2019-11-12	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_469271|A/KUMAMOTO/23/2019|2019-12-10	EPI_ISL_469271	EPI_ISL_469271|A/KUMAMOTO/23/2019|2019-12-10	2019-12-10	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_470823|A/FUKUOKA/19346/2020|2020-03-04	EPI_ISL_470823	EPI_ISL_470823|A/FUKUOKA/19346/2020|2020-03-04	2020-03-04	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_470825|A/NAGANO-C/31/2020|2020-03-10	EPI_ISL_470825	EPI_ISL_470825|A/NAGANO-C/31/2020|2020-03-10	2020-03-10	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_470826|A/NIIGATA/458/2020|2020-03-06	EPI_ISL_470826	EPI_ISL_470826|A/NIIGATA/458/2020|2020-03-06	2020-03-06	Asia / Japan	Japan	6b1.A/156K
EPI_ISL_470828|A/GUNMA/48/2020|2020-03-02	EPI_ISL_470828	EPI_ISL_470828|A/GUNMA/48/2020|2020-03-02	2020-03-02	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_471559|A/Ontario/RV4818/2020|2020-04-01	EPI_ISL_471559	EPI_ISL_471559|A/Ontario/RV4818/2020|2020-04-01	2020-04-01	North America / Canada	Canada	6b1.A/156K
EPI_ISL_481304|A/Singapore/GP0743/2020|2020-02-10	EPI_ISL_481304	EPI_ISL_481304|A/Singapore/GP0743/2020|2020-02-10	2020-02-10	Asia / Singapore	Singapore	6b1.A/156K
EPI_ISL_482750|A/Perth/41/2020|2020-03-07	EPI_ISL_482750	EPI_ISL_482750|A/Perth/41/2020|2020-03-07	2020-03-07	Oceania / Australia / Western Australia / Wungong	Australia	6b1.A/156K
EPI_ISL_482754|A/Victoria/111/2020|2020-03-01	EPI_ISL_482754	EPI_ISL_482754|A/Victoria/111/2020|2020-03-01	2020-03-01	Oceania / Australia / Victoria / Highett	Australia	6b1.A/156K
EPI_ISL_482757|A/Victoria/98/2020|2020-03-11	EPI_ISL_482757	EPI_ISL_482757|A/Victoria/98/2020|2020-03-11	2020-03-11	Oceania / Australia / Victoria / St Kilda	Australia	6b1.A/156K
EPI_ISL_482899|A/Argentina/41/2020|2020-01-13	EPI_ISL_482899	EPI_ISL_482899|A/Argentina/41/2020|2020-01-13	2020-01-13	South America / Argentina	Argentina	6b1.A/183P-5b
EPI_ISL_482900|A/Argentina/38/2020|2020-01-13	EPI_ISL_482900	EPI_ISL_482900|A/Argentina/38/2020|2020-01-13	2020-01-13	South America / Argentina	Argentina	6b1.A/187A
EPI_ISL_485409|A/Gansu-Linxia/SWL1176/2020|2020-03-02	EPI_ISL_485409	EPI_ISL_485409|A/Gansu-Linxia/SWL1176/2020|2020-03-02	2020-03-02	Asia / China / Gansu	China	6b1.A
EPI_ISL_485410|A/Liaoning-Huanggu/SWL1356/2020|2020-03-03	EPI_ISL_485410	EPI_ISL_485410|A/Liaoning-Huanggu/SWL1356/2020|2020-03-03	2020-03-03	Asia / China	China	6b1.A/187A
EPI_ISL_485411|A/Gansu-Linxia/SWL1139/2020|2020-02-17	EPI_ISL_485411	EPI_ISL_485411|A/Gansu-Linxia/SWL1139/2020|2020-02-17	2020-02-17	Asia / China / Gansu	China	6b1.A
EPI_ISL_485418|A/Heilongjiang-Hailin/1199/2020|2020-03-10	EPI_ISL_485418	EPI_ISL_485418|A/Heilongjiang-Hailin/1199/2020|2020-03-10	2020-03-10	Asia / China / Heilongjiang	China	6b1.A/183P-5a
EPI_ISL_485420|A/Liaoning-Laobian/SWL1171/2020|2020-02-26	EPI_ISL_485420	EPI_ISL_485420|A/Liaoning-Laobian/SWL1171/2020|2020-02-26	2020-02-26	Asia / China	China	6b1.A/187A
EPI_ISL_485421|A/Liaoning-Laobian/SWL1203/2020|2020-03-11	EPI_ISL_485421	EPI_ISL_485421|A/Liaoning-Laobian/SWL1203/2020|2020-03-11	2020-03-11	Asia / China	China	6b1.A/187A
EPI_ISL_485422|A/Guangdong-Maonan/SWL197/2020|2020-02-06	EPI_ISL_485422	EPI_ISL_485422|A/Guangdong-Maonan/SWL197/2020|2020-02-06	2020-02-06	Asia / China / Guangdong	China	6b1.A/156K
EPI_ISL_485447|A/Yunnan-Simao/SWL188/2020|2020-02-22	EPI_ISL_485447	EPI_ISL_485447|A/Yunnan-Simao/SWL188/2020|2020-02-22	2020-02-22	Asia / China / Yunnan	China	6b1.A/183P-1
EPI_ISL_485449|A/Ningxia-Xinqing/SWL1233/2020|2020-01-28	EPI_ISL_485449	EPI_ISL_485449|A/Ningxia-Xinqing/SWL1233/2020|2020-01-28	2020-01-28	Asia / China	China	6b1.A/156K
EPI_ISL_485453|A/Liaoning-Guta/SWL1351/2020|2020-03-11	EPI_ISL_485453	EPI_ISL_485453|A/Liaoning-Guta/SWL1351/2020|2020-03-11	2020-03-11	Asia / China	China	6b1.A/187A
EPI_ISL_485483|A/Guangdong-Meijiang/SWL1126/2020|2020-02-06	EPI_ISL_485483	EPI_ISL_485483|A/Guangdong-Meijiang/SWL1126/2020|2020-02-06	2020-02-06	Asia / China / Guangdong	China	6b1.A/187A
EPI_ISL_485484|A/Yunnan-Gucheng/SWL1230/2020|2020-02-04	EPI_ISL_485484	EPI_ISL_485484|A/Yunnan-Gucheng/SWL1230/2020|2020-02-04	2020-02-04	Asia / China / Yunnan	China	6b1.A/183P-5a
EPI_ISL_485486|A/Yunnan-Simao/SWL1104/2020|2020-02-26	EPI_ISL_485486	EPI_ISL_485486|A/Yunnan-Simao/SWL1104/2020|2020-02-26	2020-02-26	Asia / China / Yunnan	China	6b1.A/183P-1
EPI_ISL_485489|A/Liaoning-Xishi/SWL1101/2020|2020-02-05	EPI_ISL_485489	EPI_ISL_485489|A/Liaoning-Xishi/SWL1101/2020|2020-02-05	2020-02-05	Asia / China	China	6b1.A/187A
EPI_ISL_485495|A/Chongqing-Yuzhong/SWL196/2020|2020-01-10	EPI_ISL_485495	EPI_ISL_485495|A/Chongqing-Yuzhong/SWL196/2020|2020-01-10	2020-01-10	Asia / China / Chongqing	China	6b1.A/156K
EPI_ISL_485496|A/Yunnan-Xianggelila/SWL1274/2020|2020-03-05	EPI_ISL_485496	EPI_ISL_485496|A/Yunnan-Xianggelila/SWL1274/2020|2020-03-05	2020-03-05	Asia / China / Yunnan	China	6b1.A/187A
EPI_ISL_485497|A/Neimenggu-Maozhouli/SWL1120/2020|2020-03-17	EPI_ISL_485497	EPI_ISL_485497|A/Neimenggu-Maozhouli/SWL1120/2020|2020-03-17	2020-03-17	Asia / China / Neimenggu	China	6b1.A/187A
EPI_ISL_486752|A/Saudi_Arabia/1082468696/2019|2019-09-30	EPI_ISL_486752	EPI_ISL_486752|A/Saudi_Arabia/1082468696/2019|2019-09-30	2019-09-30	Asia / Saudi Arabia	Saudi Arabia	6b1.A/183P-5a
EPI_ISL_486758|A/Saudi_Arabia/4316237/2019|2019-08-27	EPI_ISL_486758	EPI_ISL_486758|A/Saudi_Arabia/4316237/2019|2019-08-27	2019-08-27	Asia / Saudi Arabia	Saudi Arabia	6b1.A/183P-5a
EPI_ISL_486759|A/Saudi_Arabia/620373/2019|2019-08-26	EPI_ISL_486759	EPI_ISL_486759|A/Saudi_Arabia/620373/2019|2019-08-26	2019-08-26	Asia / Saudi Arabia	Saudi Arabia	6b1.A/183P-5a
EPI_ISL_486762|A/Saudi_Arabia/641063/2019|2019-10-22	EPI_ISL_486762	EPI_ISL_486762|A/Saudi_Arabia/641063/2019|2019-10-22	2019-10-22	Asia / Saudi Arabia	Saudi Arabia	6b1.A/183P-5a
EPI_ISL_487483|A/Guyane/401/2020|2020-03-07	EPI_ISL_487483	EPI_ISL_487483|A/Guyane/401/2020|2020-03-07	2020-03-07	South America / Guyana	Guyana	6b1.A/187A
EPI_ISL_487484|A/Guyane/153/2020|2020-02-18	EPI_ISL_487484	EPI_ISL_487484|A/Guyane/153/2020|2020-02-18	2020-02-18	South America / Guyana	Guyana	6b1.A/183P-5b
EPI_ISL_487485|A/Guyane/101/2020|2020-02-07	EPI_ISL_487485	EPI_ISL_487485|A/Guyane/101/2020|2020-02-07	2020-02-07	South America / Guyana	Guyana	6b1.A/187A
EPI_ISL_487486|A/Guyane/352/2020|2020-03-03	EPI_ISL_487486	EPI_ISL_487486|A/Guyane/352/2020|2020-03-03	2020-03-03	South America / Guyana	Guyana	6b1.A/187A
EPI_ISL_487487|A/Guyane/132/2020|2020-02-13	EPI_ISL_487487	EPI_ISL_487487|A/Guyane/132/2020|2020-02-13	2020-02-13	South America / Guyana	Guyana	6b1.A/187A
EPI_ISL_487488|A/Guyane/105/2020|2020-02-10	EPI_ISL_487488	EPI_ISL_487488|A/Guyane/105/2020|2020-02-10	2020-02-10	South America / Guyana	Guyana	6b1.A/187A
EPI_ISL_487490|A/Guyane/162/2020|2020-02-18	EPI_ISL_487490	EPI_ISL_487490|A/Guyane/162/2020|2020-02-18	2020-02-18	South America / Guyana	Guyana	6b1.A/183P-5b
EPI_ISL_487498|A/Kyiv/339/2020|2020-03-07	EPI_ISL_487498	EPI_ISL_487498|A/Kyiv/339/2020|2020-03-07	2020-03-07	Europe / Ukraine	Ukraine	6b1.A/183P-5a
EPI_ISL_487500|A/Kyiv/341/2020|2020-02-28	EPI_ISL_487500	EPI_ISL_487500|A/Kyiv/341/2020|2020-02-28	2020-02-28	Europe / Ukraine	Ukraine	6b1.A/183P-5a
EPI_ISL_487502|A/Kyiv/334/2020|2020-03-06	EPI_ISL_487502	EPI_ISL_487502|A/Kyiv/334/2020|2020-03-06	2020-03-06	Europe / Ukraine	Ukraine	6b1.A/183P-5a
EPI_ISL_487503|A/Kyiv/333/2020|2020-02-28	EPI_ISL_487503	EPI_ISL_487503|A/Kyiv/333/2020|2020-02-28	2020-02-28	Europe / Ukraine	Ukraine	6b1.A/183P-5a
EPI_ISL_487504|A/Kyiv/335/2020|2020-02-28	EPI_ISL_487504	EPI_ISL_487504|A/Kyiv/335/2020|2020-02-28	2020-02-28	Europe / Ukraine	Ukraine	6b1.A/187A
EPI_ISL_490082|A/YAMANASHI/20453/2020|2020-03-02	EPI_ISL_490082	EPI_ISL_490082|A/YAMANASHI/20453/2020|2020-03-02	2020-03-02	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_491748|A/Congo/9784/2019|2019-12-24	EPI_ISL_491748	EPI_ISL_491748|A/Congo/9784/2019|2019-12-24	2019-12-24	Africa / Congo, the Democatic Republic of	Congo, the Democatic Republic of	6b1.A/183P-5a
EPI_ISL_491752|A/Mali/145/2019|2019-10-08	EPI_ISL_491752	EPI_ISL_491752|A/Mali/145/2019|2019-10-08	2019-10-08	Africa / Mali	Mali	6b1.A/183P-5a
EPI_ISL_491753|A/Congo/9789/2019|2019-12-30	EPI_ISL_491753	EPI_ISL_491753|A/Congo/9789/2019|2019-12-30	2019-12-30	Africa / Congo, the Democatic Republic of	Congo, the Democatic Republic of	6b1.A/183P-5a
EPI_ISL_491756|A/Congo/9753/2019|2019-12-19	EPI_ISL_491756	EPI_ISL_491756|A/Congo/9753/2019|2019-12-19	2019-12-19	Africa / Congo, the Democatic Republic of	Congo, the Democatic Republic of	6b1.A/183P-5a
EPI_ISL_491758|A/Congo/9762/2019|2019-12-13	EPI_ISL_491758	EPI_ISL_491758|A/Congo/9762/2019|2019-12-13	2019-12-13	Africa / Congo, the Democatic Republic of	Congo, the Democatic Republic of	6b1.A/183P-5a
EPI_ISL_498201|A/MIYAZAKI/50/2019|2019-08-26	EPI_ISL_498201	EPI_ISL_498201|A/MIYAZAKI/50/2019|2019-08-26	2019-08-26	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_498202|A/GUNMA/106/2019|2019-08-26	EPI_ISL_498202	EPI_ISL_498202|A/GUNMA/106/2019|2019-08-26	2019-08-26	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_498221|A/IBARAKI/129/2019|2019-12-16	EPI_ISL_498221	EPI_ISL_498221|A/IBARAKI/129/2019|2019-12-16	2019-12-16	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_498355|A/Lyon/1799/2020|2020-03-16	EPI_ISL_498355	EPI_ISL_498355|A/Lyon/1799/2020|2020-03-16	2020-03-16	Europe / France	France	6b1.A/156K
EPI_ISL_499058|A/Punta_Arenas/19115/2020|2020-02-25	EPI_ISL_499058	EPI_ISL_499058|A/Punta_Arenas/19115/2020|2020-02-25	2020-02-25	South America / Chile	Chile	6b1.A/187A
EPI_ISL_499059|A/Punta_Arenas/19112/2020|2020-02-26	EPI_ISL_499059	EPI_ISL_499059|A/Punta_Arenas/19112/2020|2020-02-26	2020-02-26	South America / Chile	Chile	6b1.A/187A
EPI_ISL_499061|A/Santiago/20206/2020|2020-03-03	EPI_ISL_499061	EPI_ISL_499061|A/Santiago/20206/2020|2020-03-03	2020-03-03	South America / Chile	Chile	6b1.A/187A
EPI_ISL_499062|A/Iquique/20049/2020|2020-02-20	EPI_ISL_499062	EPI_ISL_499062|A/Iquique/20049/2020|2020-02-20	2020-02-20	South America / Chile	Chile	6b1.A/183P-5a
EPI_ISL_508154|A/South_Africa/6200/2020|2020-03-24	EPI_ISL_508154	EPI_ISL_508154|A/South_Africa/6200/2020|2020-03-24	2020-03-24	Africa / South Africa / Province of the Western Cape	South Province of the Western Cape	6b1.A/187A
EPI_ISL_508552|A/South_Africa/1519/2020|2020-02-10	EPI_ISL_508552	EPI_ISL_508552|A/South_Africa/1519/2020|2020-02-10	2020-02-10	Africa / South Africa	South Africa	6b1.A/187A
EPI_ISL_508566|A/South_Africa/2732/2020|2020-03-04	EPI_ISL_508566	EPI_ISL_508566|A/South_Africa/2732/2020|2020-03-04	2020-03-04	Africa / South Africa	South Africa	6b1.A/156K
EPI_ISL_508573|A/South_Africa/3993/2020|2020-03-18	EPI_ISL_508573	EPI_ISL_508573|A/South_Africa/3993/2020|2020-03-18	2020-03-18	Africa / South Africa	South Africa	6b1.A/156K
EPI_ISL_508579|A/South_Africa/6433/2020|2020-04-01	EPI_ISL_508579	EPI_ISL_508579|A/South_Africa/6433/2020|2020-04-01	2020-04-01	Africa / South Africa	South Africa	6b1.A/156K
EPI_ISL_508580|A/South_Africa/9182/2019|2019-07-22	EPI_ISL_508580	EPI_ISL_508580|A/South_Africa/9182/2019|2019-07-22	2019-07-22	Africa / South Africa	South Africa	6b1.A/183P-5b
EPI_ISL_508581|A/South_Africa/9499/2019|2019-07-30	EPI_ISL_508581	EPI_ISL_508581|A/South_Africa/9499/2019|2019-07-30	2019-07-30	Africa / South Africa	South Africa	6b1.A/183P-5a
EPI_ISL_510037|A/Victoria/89/2020|2020-03-16	EPI_ISL_510037	EPI_ISL_510037|A/Victoria/89/2020|2020-03-16	2020-03-16	Oceania / Australia / Victoria / Ballarat	Australia	6b1.A/156K
EPI_ISL_512126|A/Macedonia/397/2020|2020-02-04	EPI_ISL_512126	EPI_ISL_512126|A/Macedonia/397/2020|2020-02-04	2020-02-04	Europe / Macedonia, the former Yogoslav Republic of	Macedonia, the former Yogoslav Republic of	6b1.A/187A
